,Betreuungsbezirk Nr,Betreuungsbezirk,Einrichtungsnummer,Einrichtungsname,Einrichtungsadresse,PLZ,Telefon,Plätze,Einrichtungsart,Trägernummer,Trägername,Trägerart,FullAddress,Unnamed: 0,long,lat
57,01,Mitte,1011180,Kita im BMAS,Wilhelmstr. 050,10117,030 325 144 85,18.0,Kindertagesstätte,1318.0,Kinder im Kiez gGmbH,Sonstiger freier Träger,Wilhelmstr. 050 10117 Berlin,51,13.3828266,52.5125979
58,01,Mitte,1011190,Kila Spreepferdchen,Köpenicker Str. 045,10179,24088849,23.0,Kindertagesstätte,7994.0,abc city kids e. V.,Sonstiger freier Träger,Köpenicker Str. 045 10179 Berlin,52,13.4244171,52.5088875
59,01,Mitte,1011210,BCS Kindergarten Preschool,Invalidenstr. 130,10115,688332340,320.0,Kindertagesstätte,7409.0,EBS-Europäische Bildungsstiftung gGmbH,Sonstiger freier Träger,Invalidenstr. 130 10115 Berlin,53,13.3889664,52.5315314
60,01,Mitte,1011220,Kita im BMEL,Wilhelmstr. 054,10117,030 325 144 85,15.0,Kindertagesstätte,1318.0,Kinder im Kiez gGmbH,Sonstiger freier Träger,Wilhelmstr. 054 10117 Berlin,54,13.3822779,52.51364179999999
61,01,Mitte,1011250,Kinderinsel Ziegelstraße,Ziegelstr. 027,10117,24723369,23.0,Kindertagesstätte,8128.0,Kinderinsel Ziegelstraße gUG (haftungsbeschränkt),Sonstiger freier Träger,Ziegelstr. 027 10117 Berlin,56,13.3911422,52.5236573
62,01,Mitte,1011260,Musikkindergarten Sternenklang,Rheinsberger Str. 056,10115,48496222,25.0,Kindertagesstätte,8241.0,Musikkindergarten Sternenklang gemeinnützige UG (haftungsbeschränkt),Sonstiger freier Träger,Rheinsberger Str. 056 10115 Berlin,57,13.3973202,52.5370596
63,01,Mitte,1011270,Kita jurella am Park,Chausseestr. 050B,10115,0179 5368246,54.0,Kindertagesstätte,8250.0,jurella gemeinnützige Unternehmergesellschaft (haftungsbeschränkt),Sonstiger freier Träger,Chausseestr. 050B 10115 Berlin,58,13.3775042,52.5354267
64,01,Mitte,1011280,El mundo de los ninos,Fehrbelliner Str. 051,10119,03048492077,65.0,Kindertagesstätte,7502.0,El mundo de los ninos e. V.,Sonstiger freier Träger,Fehrbelliner Str. 051 10119 Berlin,59,13.4013381,52.5343649
65,01,Mitte,1011290,Kita Spreefeld,Wilhelmine-Gemberg-Weg 010,10179,030 92036752,25.0,Kindertagesstätte,8071.0,Juwo - Kita gGmbH,Sonstiger freier Träger,Wilhelmine-Gemberg-Weg 010 10179 Berlin,60,13.4241602,52.5105258
66,01,Mitte,1011300,Kinderladen Emil Kirschkern,Ackerstr. 003,10115,017643327555,25.0,Kindertagesstätte,772.0,Kirschkern e.V.,Sonstiger freier Träger,Ackerstr. 003 10115 Berlin,61,13.3973113,52.5299035
67,01,Mitte,1011310,Kita Steinstraße 27,Steinstr. 027,10119,40006900,25.0,Kindertagesstätte,1368.0,Waldorfkindergarten Fliederhof Berlin-Mitte e.V.,Elterninitiativ-Kinderladen,Steinstr. 027 10119 Berlin,62,13.4050551,52.5269768
68,01,Mitte,1011320,Kita BMBF,Kapelle-Ufer 002,10117,0160 3758951,12.0,Kindertagesstätte,1227.0,Fröbel Bildung und Erziehung gGmbH,Sonstiger freier Träger,Kapelle-Ufer 002 10117 Berlin,63,13.3737607,52.5233995
69,01,Mitte,1011330,Kita an der Humboldt-Universität zu Berlin,Ziegelstr. 005- 7,10117,93939-8620,88.0,Kindertagesstätte,1256.0,studierendenWERK BERLIN,Sonstiger freier Träger,Ziegelstr. 005- 7 10117 Berlin,64,13.3888965,52.5234491
70,01,Mitte,1011340,Alegria Kiga,Mohrenstr. 011,10117,030 51055655,48.0,Kindertagesstätte,1301.0,Alegria Kiga gGmbH,Sonstiger freier Träger,Mohrenstr. 011 10117 Berlin,65,13.3880643,52.5120294
71,01,Mitte,1011350,Kita am Alex,Wadzeckstr. 004,10178,40042020,100.0,Kindertagesstätte,8875.0,Mahalo gGmbH,Sonstiger freier Träger,Wadzeckstr. 004 10178 Berlin,66,13.4158916,52.5253238
72,01,Mitte,1011360,Kita Jacoby-Schwalbe,Jacobystr. 004,10179,225027940,105.0,Kindertagesstätte,8575.0,casa bambini - Gesellschaft zur Förderung und Begleitung von Kindesentwicklung mbH,Sonstiger freier Träger,Jacobystr. 004 10179 Berlin,67,13.4188876,52.51984299999999
73,01,Mitte,1011380,Jump Bilingual Kindergarten,Wilhelmstr. 088,10117,47051700,20.0,Kindertagesstätte,8648.0,Jump Bilingual Kindergarten gUG,Sonstiger freier Träger,Wilhelmstr. 088 10117 Berlin,69,13.3824796,52.5132571
74,01,Mitte,1011390,Jump Bilingual Kindergarten,Bergstr. 079,10115,47051691,42.0,Kindertagesstätte,8648.0,Jump Bilingual Kindergarten gUG,Sonstiger freier Träger,Bergstr. 079 10115 Berlin,70,13.3950617,52.5302777
75,01,Mitte,1011400,FRÖBEL - Kindergarten Charité Mitte,Invalidenstr. 103a,10115,030 28094011,70.0,Kindertagesstätte,1227.0,Fröbel Bildung und Erziehung gGmbH,Sonstiger freier Träger,Invalidenstr. 103a 10115 Berlin,71,13.381206,52.5294746
76,01,Mitte,1011410,Kita Feuerfalter,Chausseestr. 084,10115,(030) 120 83 21 22,28.0,Kindertagesstätte,8000.0,SOCIUS - Die Bildungspartner gemeinnützige GmbH,Sonstiger freier Träger,Chausseestr. 084 10115 Berlin,72,13.3735265,52.5378923
77,01,Mitte,1011420,Kleiner Fratz,Alexandrinenstr. 056,10179,28444482,55.0,Kindertagesstätte,627.0,Kleiner Fratz GmbH,Sonstiger freier Träger,Alexandrinenstr. 056 10179 Berlin,73,13.4082097,52.5064007
78,01,Mitte,1011430,El Mundo de Los Ninos,Hirtenstr. 012,10178,21725432,13.0,Kindertagesstätte,8701.0,El mundo de los ninos gGmbH,Sonstiger freier Träger,Hirtenstr. 012 10178 Berlin,74,13.4110056,52.5258958
79,01,Mitte,1011440,FRÖBEL-Kindergarten,Jägerstr. 025,10117,030 20075362,30.0,Kindertagesstätte,1227.0,Fröbel Bildung und Erziehung gGmbH,Sonstiger freier Träger,Jägerstr. 025 10117 Berlin,75,13.3948125,52.5141864
80,01,Mitte,1011450,FRÖBEL-Kindergarten in der Charite Rahel Hirsch,Charitéplatz 001tatsächlich: Hufelandweg 12A,10117,030 20095246,25.0,Kindertagesstätte,1227.0,Fröbel Bildung und Erziehung gGmbH,Sonstiger freier Träger,Charitéplatz 001tatsächlich: Hufelandweg 12A 10117 Berlin,76,13.3769563,52.5270178
81,01,Mitte,1011460,Kita Wasserflöhe,An der Kieler Brücke 031,10115,030 8169013940,60.0,Kindertagesstätte,8194.0,Johanniter-Unfall-Hilfe e. V. Regionalverband Berlin,Diakonisches Werk,An der Kieler Brücke 031 10115 Berlin,77,13.367725,52.53641690000001
82,01,Mitte,1011470,Kita Schmidchen,Schmidstr. 004,10179,40362060,79.0,Kindertagesstätte,1339.0,Kinder- und Jugend der Volkssolidarität Berlin gGmbH,Sonstiger freier Träger,Schmidstr. 004 10179 Berlin,78,13.4189632,52.5094926
83,01,Mitte,1011480,FRÖBEL -Kita im BMG,Mauerstr. 029,10117,030 184411970,15.0,Kindertagesstätte,1227.0,Fröbel Bildung und Erziehung gGmbH,Sonstiger freier Träger,Mauerstr. 029 10117 Berlin,79,13.3846299,52.51486509999999
84,01,Mitte,1011490,Kita Schmidstraße,Schmidstr. 002E,10179,30830290,55.0,Kindertagesstätte,120.0,Kindergärten City,Eigenbetrieb,Schmidstr. 002E 10179 Berlin,80,13.4186557,52.5088501
85,01,Mitte,1020010,Kita Fantasia,Bredowstr. 027A,10551,3989 5301,135.0,Kindertagesstätte,107.0,Orte für Kinder GmbH,Sonstiger freier Träger,Bredowstr. 027A 10551 Berlin,81,13.3397651,52.5319428
86,01,Mitte,1020020,Kita Paradies für Kinder,Calvinstr. 016,10557,3948 0196,98.0,Kindertagesstätte,1296.0,Jugend- und Sozialwerk gGmbH,Sonstiger freier Träger,Calvinstr. 016 10557 Berlin,82,13.3512267,52.5209007
87,01,Mitte,1020030,Kita Emdener Str. 11/Kigä City,Emdener Str. 011-13,10551,39408573,220.0,Kindertagesstätte,120.0,Kindergärten City,Eigenbetrieb,Emdener Str. 011-13 10551 Berlin,83,13.3341038,52.5303181
88,01,Mitte,1020040,Kita Havelberger Str. 21/Kigä City,Havelberger Str. 021,10559,39494392,158.0,Kindertagesstätte,120.0,Kindergärten City,Eigenbetrieb,Havelberger Str. 021 10559 Berlin,84,13.3471708,52.5332643
89,01,Mitte,1020050,Kita/Kinder in Bewegung (KiB),Klopstockstr. 029,10557,3640 9507,93.0,Kindertagesstätte,1329.0,Kinder in Bewegung gGmbH Gemeinnützige Kindergarten-Trägergesellschaft des Berliner Sports,Sonstiger freier Träger,Klopstockstr. 029 10557 Berlin,85,13.3402078,52.5174368
90,01,Mitte,1020060,Evangelische Kindertagesstätte St. Johannis der Gemeinde Tiergarten,Alt-Moabit 025,10559,39889094,75.0,Kindertagesstätte,450.0,Ev. Kirchengemeinde Tiergarten,Diakonisches Werk,Alt-Moabit 025 10559 Berlin,86,13.3493739,52.5245808
91,01,Mitte,1020080,Kita Birkelinchen/Ev. Kirchengem. Heilige-Geist,Birkenstr. 060,10559,44724023,30.0,Kindertagesstätte,451.0,Ev. Kirchengemeinde Heilige-Geist,Diakonisches Werk,Birkenstr. 060 10559 Berlin,87,13.3462691,52.5310259
92,01,Mitte,1020090,KITA Sonnenschein,Pohlstr. 087,10785,(030) 23005178,140.0,Kindertagesstätte,1355.0,Käpt'n Browser gemeinnützige Gesellschaft mit beschränkter Haftung,Sonstiger freier Träger,Pohlstr. 087 10785 Berlin,88,13.3605374,52.5015314
93,01,Mitte,1020090,KITA Sonnenschein,Pohlstr. 087,10785,(030) 23005178,140.0,Kindertagesstätte,1355.0,Käpt'n Browser gemeinnützige Gesellschaft mit beschränkter Haftung,Sonstiger freier Träger,Pohlstr. 087 10785 Berlin,168,13.3605374,52.5015314
94,01,Mitte,1021450,Heilpädagogische Gruppe Kita Sonnenschein,Pohlstr. 087,10785,21005178,5.0,Kindertagesstätte,1355.0,Käpt'n Browser gemeinnützige Gesellschaft mit beschränkter Haftung,Sonstiger freier Träger,Pohlstr. 087 10785 Berlin,88,13.3605374,52.5015314
95,01,Mitte,1021450,Heilpädagogische Gruppe Kita Sonnenschein,Pohlstr. 087,10785,21005178,5.0,Kindertagesstätte,1355.0,Käpt'n Browser gemeinnützige Gesellschaft mit beschränkter Haftung,Sonstiger freier Träger,Pohlstr. 087 10785 Berlin,168,13.3605374,52.5015314
96,01,Mitte,1020100,Kita Rathenower Str. 15/Kigä City,Rathenower Str. 015,10559,74780168,200.0,Kindertagesstätte,120.0,Kindergärten City,Eigenbetrieb,Rathenower Str. 015 10559 Berlin,89,13.3539925,52.52840190000001
97,01,Mitte,1020110,Kita Otto,Ottostr. 016,10555,3927979,45.0,Kindertagesstätte,5425.0,Ev. Kirchenkreisverband für Kindertageseinrichtungen Berlin Mitte-Nord,Diakonisches Werk,Ottostr. 016 10555 Berlin,90,13.3356589,52.525986
98,01,Mitte,1020120,Kita Sprachwelt,Rostocker Str. 032A,10553,3948 0513,110.0,Kindertagesstätte,1296.0,Jugend- und Sozialwerk gGmbH,Sonstiger freier Träger,Rostocker Str. 032A 10553 Berlin,91,13.3263308,52.5319429
99,01,Mitte,1020160,Ev. Kita Erlöser,Wikingerufer 009,10555,3912489,60.0,Kindertagesstätte,5425.0,Ev. Kirchenkreisverband für Kindertageseinrichtungen Berlin Mitte-Nord,Diakonisches Werk,Wikingerufer 009 10555 Berlin,92,13.3300232,52.5222668
100,01,Mitte,1020180,Kita Holsteiner Ufer 12/Kigä City,Holsteiner Ufer 012,10557,36409506,115.0,Kindertagesstätte,120.0,Kindergärten City,Eigenbetrieb,Holsteiner Ufer 012 10557 Berlin,93,13.3433745,52.5218907
101,01,Mitte,1020200,Spreekita,Paulstr. 020D,10557,22635770,110.0,Kindertagesstätte,5425.0,Ev. Kirchenkreisverband für Kindertageseinrichtungen Berlin Mitte-Nord,Diakonisches Werk,Paulstr. 020D 10557 Berlin,94,13.355143,52.5198173
102,01,Mitte,1020210,Kita der Kath. Kirchengem. St. Laurentius,Bandelstr. 041,10559,39783811,65.0,Kindertagesstätte,9006.0,Pfarrei St. Elisabeth Berlin,Deutscher Caritasverband,Bandelstr. 041 10559 Berlin,95,13.349909,52.52710070000001
103,01,Mitte,1020230,EKT - Cocorico et Co,Kluckstr. 029,10785,25799626,19.0,Eltern-Initiativ-Kindertagesstätte,562.0,COCORICO et Co. e. V.,Elterninitiativ-Kinderladen,Kluckstr. 029 10785 Berlin,96,13.3615841,52.5026757
104,01,Mitte,1020240,Kita Alt-Moabit 117/Kigä City,Alt-Moabit 117,10559,39805060,105.0,Kindertagesstätte,120.0,Kindergärten City,Eigenbetrieb,Alt-Moabit 117 10559 Berlin,97,13.3544726,52.5236099
105,01,Mitte,1020270,AWO Kita Maulwurf,Lützowstr. 083- 85 (Zugang Pohlstraße 62),10785,261 89 50,100.0,Kindertagesstätte,150.0,Arbeiterwohlfahrt Kreisverband Berlin-Mitte e.V.,Arbeiterwohlfahrt,Lützowstr. 083- 85 (Zugang Pohlstraße 62) 10785 Berlin,98,13.3630541,52.5035803
106,01,Mitte,1020280,AWO Kita Schmetterling,Turmstr. 071,10551,397 41 995,65.0,Kindertagesstätte,150.0,Arbeiterwohlfahrt Kreisverband Berlin-Mitte e.V.,Arbeiterwohlfahrt,Turmstr. 071 10551 Berlin,99,13.3323106,52.526985
107,01,Mitte,1020310,EKT - Frecher Spatz,Elberfelder Str. 018,10555,391 45 40,20.0,Eltern-Initiativ-Kindertagesstätte,636.0,Frecher Spatz e.V.,Elterninitiativ-Kinderladen,Elberfelder Str. 018 10555 Berlin,100,13.3359124,52.521727
108,01,Mitte,1020390,Kita des Deutschen Bundestages,Otto-von-Bismarck-Allee 002,10557,227-33395,176.0,Kindertagesstätte,1654.0,Deutscher Bundestag,Betriebskita,Otto-von-Bismarck-Allee 002 10557 Berlin,101,13.3749711,52.520917
109,01,Mitte,1020440,Kinderladen Stoppelhopser,Quitzowstr. 136,10559,395 75 78,25.0,Eltern-Initiativ-Kindertagesstätte,1006.0,Stoppelhopser e.V.,Elterninitiativ-Kinderladen,Quitzowstr. 136 10559 Berlin,102,13.3515586,52.5351429
110,01,Mitte,1020480,Kita Lehrter Straße 40,Lehrter Str. 040,10557,39703022,74.0,Kindertagesstätte,120.0,Kindergärten City,Eigenbetrieb,Lehrter Str. 040 10557 Berlin,103,13.358405,52.53485629999999
111,01,Mitte,1020490,EKT - Maluch,Stephanstr. 017,10559,3967815,30.0,Eltern-Initiativ-Kindertagesstätte,1038.0,Verein zur Förderung und Integration polnischer Kinder in der Berliner Gesellschaft e.V.,Elterninitiativ-Kinderladen,Stephanstr. 017 10559 Berlin,104,13.3497904,52.5341958
112,01,Mitte,1020500,EKT - Perle,Wilsnacker Str. 014,10559,3945859,20.0,Eltern-Initiativ-Kindertagesstätte,897.0,Perle e.V.,Elterninitiativ-Kinderladen,Wilsnacker Str. 014 10559 Berlin,105,13.351494,52.52768520000001
113,01,Mitte,1020510,Kita Safina,Rostocker Str. 026,10553,39480386,20.0,Kindertagesstätte,8428.0,HadeWe-Integra gemeinnützige GmbH,Sonstiger freier Träger,Rostocker Str. 026 10553 Berlin,106,13.3266288,52.5319273
114,01,Mitte,1020520,EKT Flocke,Bochumer Str. 011,10555,3922126,25.0,Eltern-Initiativ-Kindertagesstätte,626.0,Elterninitiativ-Kindertagesstätten (EKT) Verein Flocke e.V.,Elterninitiativ-Kinderladen,Bochumer Str. 011 10555 Berlin,107,13.3384158,52.5218674
115,01,Mitte,1020550,EKT - Drunter und Drüber,Stromstr. 058,10551,3951860,23.0,Eltern-Initiativ-Kindertagesstätte,602.0,EKT Drunter und Drüber Stromstraße 58 e.V.,Elterninitiativ-Kinderladen,Stromstr. 058 10551 Berlin,108,13.3432081,52.5275334
116,01,Mitte,1020580,EKT Schneckenhaus,Flemingstr. 011,10557,3921261,18.0,Eltern-Initiativ-Kindertagesstätte,636.0,Frecher Spatz e.V.,Elterninitiativ-Kinderladen,Flemingstr. 011 10557 Berlin,109,13.3568458,52.5208881
117,01,Mitte,1020620,EKT - ALIBABA,Waldstr. 015,10551,396 26 64,15.0,Eltern-Initiativ-Kindertagesstätte,521.0,Ali Baba e.V.,Elterninitiativ-Kinderladen,Waldstr. 015 10551 Berlin,110,13.3316108,52.5299619
118,01,Mitte,1020630,EKT Regenbogen,Calvinstr. 013,10557,3935555,18.0,Eltern-Initiativ-Kindertagesstätte,921.0,Eltern-Initiativ-Kindertagesstätte Regenbogen e.V.,Elterninitiativ-Kinderladen,Calvinstr. 013 10557 Berlin,111,13.3515126,52.5217466
119,01,Mitte,1020640,EKT - Kinderladen Badehaus,Wilsnacker Str. 062,10559,3946069,26.0,Eltern-Initiativ-Kindertagesstätte,744.0,Kinderladen Badehaus e.V.,Elterninitiativ-Kinderladen,Wilsnacker Str. 062 10559 Berlin,112,13.3515659,52.5273174
120,01,Mitte,1020670,"EKT - Panther, Tiger und Co.",Lübecker Str. 013,10559,030/3948183,25.0,Eltern-Initiativ-Kindertagesstätte,1054.0,VSU-Verein für Sozial- und Umweltpolitik Berlin e.V.,Elterninitiativ-Kinderladen,Lübecker Str. 013 10559 Berlin,113,13.34537,52.52847089999999
121,01,Mitte,1020680,EKT - Sagaland,Quitzowstr. 125,10559,395 30 52,18.0,Eltern-Initiativ-Kindertagesstätte,942.0,Sagaland e.V.,Elterninitiativ-Kinderladen,Quitzowstr. 125 10559 Berlin,114,13.3487119,52.5348161
122,01,Mitte,1020700,Kita Emdener Str.,Emdener Str. 028,10551,3951367,50.0,Kindertagesstätte,8662.0,Forum Soziale Dienste Kita I GmbH,Sonstiger freier Träger,Emdener Str. 028 10551 Berlin,115,13.3346009,52.5323436
123,01,Mitte,1020730,Kita Huttenstr. 22A/Kigä City,Huttenstr. 022A,10553,3443521,85.0,Kindertagesstätte,120.0,Kindergärten City,Eigenbetrieb,Huttenstr. 022A 10553 Berlin,116,13.3186791,52.5287222
124,01,Mitte,1020740,Kita Lützowstraße,Lützowstr. 061,10785,230 05 177,115.0,Kindertagesstätte,1312.0,INA.KINDER.GARTEN gGmbH,Sonstiger freier Träger,Lützowstr. 061 10785 Berlin,117,13.3551106,52.505067
125,01,Mitte,1020750,Kita Lüneburger Straße,Lüneburger Str. 014,10557,394 80 391,95.0,Kindertagesstätte,1312.0,INA.KINDER.GARTEN gGmbH,Sonstiger freier Träger,Lüneburger Str. 014 10557 Berlin,118,13.3575515,52.5201652
126,01,Mitte,1020760,EKT - Arche Moabit,Huttenstr. 031,10553,349 58 38,32.0,Eltern-Initiativ-Kindertagesstätte,533.0,Arche Moabit e.V.,Elterninitiativ-Kinderladen,Huttenstr. 031 10553 Berlin,119,13.3154421,52.5293463
127,01,Mitte,1020770,Kita Kleiner Frosch,Lübecker Str. 032,10559,3965210,40.0,Kindertagesstätte,8729.0,TEVBB Soziale Dienste GmbH,Sonstiger freier Träger,Lübecker Str. 032 10559 Berlin,120,13.3446751,52.5301847
128,01,Mitte,1020780,Kenntnisreich Kindertagesstätte Am Zoo,Katharina-Heinroth-Ufer 001,10787,26931422,39.0,Eltern-Initiativ-Kindertagesstätte,8259.0,Kenntnisreich Kindertagesstätten gGmbH,Sonstiger freier Träger,Katharina-Heinroth-Ufer 001 10787 Berlin,121,13.3436603,52.5082961
129,01,Mitte,1020790,KiBiLuga,Bissingzeile 01519,10785,264 1248,130.0,Kindertagesstätte,107.0,Orte für Kinder GmbH,Sonstiger freier Träger,Bissingzeile 01519 10785 Berlin,122,13.404954,52.52000659999999
130,01,Mitte,1020820,Kita Pädagogisches Arbeitskollektiv,Emdener Str. 047,10551,396 20 71,35.0,Kindertagesstätte,1253.0,Pädagogisches Arbeitskollektiv e.V.,Sonstiger freier Träger,Emdener Str. 047 10551 Berlin,123,13.3340339,52.5300126
131,01,Mitte,1020830,Kita Verein für praktische Pädagogik,Alt-Moabit 133B,10557,392 44 65,45.0,Kindertagesstätte,1263.0,Verein für praktische Pädagogik Moabit e.V.,Sonstiger freier Träger,Alt-Moabit 133B 10557 Berlin,124,13.3606,52.522385
132,01,Mitte,1020840,Kinder- und Schülerladen Olle Burg,Waldstr. 042,10551,030/3955572,30.0,Kindertagesstätte,5309.0,Fokus plus gGmbH,Sonstiger freier Träger,Waldstr. 042 10551 Berlin,125,13.3312096,52.5305006
133,01,Mitte,1020850,EKT - Der Kick - Initiative im Kiez,Birkenstr. 033,10551,3954982,16.0,Eltern-Initiativ-Kindertagesstätte,5309.0,Fokus plus gGmbH,Sonstiger freier Träger,Birkenstr. 033 10551 Berlin,126,13.3408875,52.5324271
134,01,Mitte,1020860,Kinderladen Rosa Wolke,Bochumer Str. 002,10555,017643316670,28.0,Eltern-Initiativ-Kindertagesstätte,772.0,Kirschkern e.V.,Sonstiger freier Träger,Bochumer Str. 002 10555 Berlin,127,13.3378764,52.5246472
135,01,Mitte,1020870,Kita Hansa-Ufer 3a Kigä City,Hansa-Ufer 003A,10555,34620664,100.0,Kindertagesstätte,120.0,Kindergärten City,Eigenbetrieb,Hansa-Ufer 003A 10555 Berlin,128,13.3366988,52.5191637
136,01,Mitte,1020890,Kita am Lützowplatz 1,Lützowplatz 001,10785,75940911,30.0,Kindertagesstätte,8259.0,Kenntnisreich Kindertagesstätten gGmbH,Sonstiger freier Träger,Lützowplatz 001 10785 Berlin,129,13.3540215,52.5052173
137,01,Mitte,1020900,Kita Swimmy,Siemensstr. 010,10551,39880470,25.0,Kindertagesstätte,7859.0,MiniKitas First gGmbH,Sonstiger freier Träger,Siemensstr. 010 10551 Berlin,130,13.3322433,52.53279569999999
138,01,Mitte,1020950,Kita SOS-Kinderdorf,Waldstr. 023,10551,33099341,126.0,Kindertagesstätte,1347.0,SOS-Kinderdorf e.V.,Sonstiger freier Träger,Waldstr. 023 10551 Berlin,131,13.3317405,52.5324263
139,01,Mitte,1020960,Kita an der UdK,Siegmunds Hof 017a,10555,939398480,70.0,Kindertagesstätte,1256.0,studierendenWERK BERLIN,Sonstiger freier Träger,Siegmunds Hof 017a 10555 Berlin,132,13.3355855,52.51553310000001
140,01,Mitte,1020970,Kita Kinderstube in Berlin,Klopstockstr. 001,10557,39746254,38.0,Kindertagesstätte,1403.0,"""Kinderstube in Berlin"" gGmbH",Sonstiger freier Träger,Klopstockstr. 001 10557 Berlin,133,13.337669,52.51523719999999
141,01,Mitte,1021000,FRÖBEL Kindergarten Stepping Stones,Lützowstr. 106,10785,46 99 77 70,170.0,Kindertagesstätte,1227.0,Fröbel Bildung und Erziehung gGmbH,Sonstiger freier Träger,Lützowstr. 106 10785 Berlin,134,13.3692078,52.5016251
142,01,Mitte,1021010,Kita Cheburashka-Tiergarten,Wilsnacker Str. 040,10559,39886617,26.0,Eltern-Initiativ-Kindertagesstätte,7388.0,Cheburashka gGmbH,Sonstiger freier Träger,Wilsnacker Str. 040 10559 Berlin,135,13.3495417,52.53169270000001
143,01,Mitte,1021060,EKT biberbau,Elberfelder Str. 019,10555,76213750,20.0,Eltern-Initiativ-Kindertagesstätte,636.0,Frecher Spatz e.V.,Elterninitiativ-Kinderladen,Elberfelder Str. 019 10555 Berlin,136,13.3358892,52.5215117
144,01,Mitte,1021090,Kinderladen Katz & Kedi,Jagowstr. 028,10555,3916129,24.0,Eltern-Initiativ-Kindertagesstätte,636.0,Frecher Spatz e.V.,Elterninitiativ-Kinderladen,Jagowstr. 028 10555 Berlin,137,13.3340336,52.5233775
145,01,Mitte,1021100,Die Bärenbande,Emdener Str. 056,10551,03098435840,26.0,Kindertagesstätte,7754.0,BEB Bildungseinrichtung für Erziehung und Bildung e.V.,Sonstiger freier Träger,Emdener Str. 056 10551 Berlin,138,13.3335217,52.5278605
146,01,Mitte,1021140,Kita Arlecchino,Alt-Moabit 035,10555,030 3983955,21.0,Kindertagesstätte,7989.0,Arlecchino gUG (haftungsbeschränkt),Sonstiger freier Träger,Alt-Moabit 035 10555 Berlin,139,13.3347613,52.5247086
147,01,Mitte,1021160,Kita Spielraum Perlentaucher,Perleberger Str. 047,10559,39881662,50.0,Kindertagesstätte,8130.0,GenerationenRaum gemeinnützige Gesellschaft zur Förderung generationsübergreifender Interaktion mbH,Sonstiger freier Träger,Perleberger Str. 047 10559 Berlin,140,13.3476116,52.5310004
148,01,Mitte,1021170,Kindergarten Schatztruhe,Spenerstr. 037,10557,63966448,45.0,Kindertagesstätte,8140.0,"MI-SA-DI gUG (haftungsbeschränkt) gemeinnützige Unternehmergesellschaft für Migration, Soziale Arbeit und Dialog",Sonstiger freier Träger,Spenerstr. 037 10557 Berlin,141,13.3536809,52.5233155
149,01,Mitte,1021180,Kita Elfenbein,Huttenstr. 021,10553,34507967,35.0,Kindertagesstätte,8150.0,GFBE gGmbH- Gesellschaft für Bildung und Erziehung,Sonstiger freier Träger,Huttenstr. 021 10553 Berlin,142,13.3190489,52.528433
150,01,Mitte,1021190,AWO Kita am Spreebogen,Alt-Moabit 098,10559,44724001,40.0,Kindertagesstätte,150.0,Arbeiterwohlfahrt Kreisverband Berlin-Mitte e.V.,Arbeiterwohlfahrt,Alt-Moabit 098 10559 Berlin,143,13.346056,52.5249856
151,01,Mitte,1021200,Kita Brighella,Alt-Moabit 037,10555,39839557,15.0,Kindertagesstätte,7989.0,Arlecchino gUG (haftungsbeschränkt),Sonstiger freier Träger,Alt-Moabit 037 10555 Berlin,144,13.3338928,52.5245344
152,01,Mitte,1021210,Kita Olle Burg,Waldstr. 041,10551,030/20679347,12.0,Kindertagesstätte,5309.0,Fokus plus gGmbH,Sonstiger freier Träger,Waldstr. 041 10551 Berlin,145,13.3312687,52.5307147
153,01,Mitte,1021220,KiLa Jagowspatzen,Jagowstr. 010- 11,10555,32304860,60.0,Kindertagesstätte,636.0,Frecher Spatz e.V.,Elterninitiativ-Kinderladen,Jagowstr. 010- 11 10555 Berlin,146,13.3338719,52.521869
154,01,Mitte,1021230,Kita am Essener Park,Alt-Moabit 086,10555,39840277,50.0,Kindertagesstätte,1129.0,Stiftung Pro Gemeinsinn gGmbH,Sonstiger freier Träger,Alt-Moabit 086 10555 Berlin,147,13.3421714,52.5254728
155,01,Mitte,1021240,Kita Engelsnest,Kaiserin-Augusta-Allee 101,10553,03049085470,25.0,Kindertagesstätte,8360.0,Liberi Bildung gemeinnützige GmbH,Sonstiger freier Träger,Kaiserin-Augusta-Allee 101 10553 Berlin,148,13.3198464,52.5255193
156,01,Mitte,1021250,Kita Apfelkern,Elberfelder Str. 028,10555,030/49089209,25.0,Kindertagesstätte,8372.0,MetropolitanKids UG (haftungsbeschränkt),Sonstiger freier Träger,Elberfelder Str. 028 10555 Berlin,149,13.3359837,52.5223923
157,01,Mitte,1021260,Kita Safina,Erasmusstr. 007A,10553,94513770,20.0,Kindertagesstätte,8428.0,HadeWe-Integra gemeinnützige GmbH,Sonstiger freier Träger,Erasmusstr. 007A 10553 Berlin,150,13.3262807,52.5265226
158,01,Mitte,1021270,Kita Spielraum Havelsegler,Havelberger Str. 012,10559,39405500,25.0,Kindertagesstätte,8130.0,GenerationenRaum gemeinnützige Gesellschaft zur Förderung generationsübergreifender Interaktion mbH,Sonstiger freier Träger,Havelberger Str. 012 10559 Berlin,151,13.347163,52.533428
159,01,Mitte,1021290,KulturKindergarten Energiebündel der 50Hertz GmbH,Heidestr. 003,10557,3087 3740,25.0,Kindertagesstätte,7945.0,Dussmann Kulturkindergarten gemeinnützige GmbH,Sonstiger freier Träger,Heidestr. 003 10557 Berlin,152,13.3698784,52.5284886
